order,id,date,time,title,url,visitCount,typedCount,transition
590,719,5/17/2025,0:44:37,Оцінки - Шевчук Богдан | LMS Moodle at UCU,https://learn.ucu.edu.ua/grade/report/overview/index.php,77,0,link
591,4449,5/17/2025,0:44:30,MLOps (2.24-25.PKN24/M): Containerization | LMS Moodle at UCU,https://learn.ucu.edu.ua/mod/assign/view.php?id=101902,6,0,form_submit
592,4659,5/17/2025,0:28:50,Bohdan_Shevchuk_HW2 - Google Docs,https://docs.google.com/document/d/1grsVdWDcF9HnBh3KiY-deA4MqUf_e0J2n1oKTu5lnhM/edit?tab=t.0,6,0,link
593,497,5/17/2025,0:28:50,Untitled document - Google Docs,https://docs.google.com/document/u/0/create?usp=docs_home&ths=true,4,0,link
594,491,5/17/2025,0:28:47,Google Docs,https://docs.google.com/document/u/0/?tgif=c,8,0,link
595,490,5/17/2025,0:28:47,Google Docs,https://docs.google.com/document/u/0/,6,0,link
596,1535,5/17/2025,0:28:47,Google Docs,https://docs.google.com/document/u/0/?usp=docs_web,6,0,link
597,4037,5/17/2025,0:20:05,🎓Data Streaming with Kafka — Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/course/data-streaming-with-kafka/quiz/investigation-of-kafka-throughput,8,0,reload
598,4025,5/17/2025,0:20:02,Тема 4. SVG і вступ до D3.js / Євгенія Дроздова | Observable,https://observablehq.com/d/db38c06356fc16bc,2,0,reload
599,4475,5/17/2025,0:20:01,Untitled / UCU | Observable,https://observablehq.com/d/3f5f49f210577492,4,0,reload
600,4559,5/17/2025,0:19:56,xphoenixua/kafka-ml-ucu,https://github.com/xphoenixua/kafka-ml-ucu,2,0,reload
601,4604,5/17/2025,0:19:56,x.com/albertocairo,https://x.com/albertocairo,2,1,reload
602,4608,5/17/2025,0:19:54,TULP interactive,https://tulpinteractive.com/,4,1,reload
603,4650,5/17/2025,0:19:49,Top Data Visualization Blogs to Follow in 2023,https://www.webdatarocks.com/blog/top-data-visualization-blogs-to-follow/,1,0,reload
604,4651,5/17/2025,0:19:48,Data + Science,https://www.dataplusscience.com/insights.html,3,0,reload
605,395,5/17/2025,0:19:41,Увійдіть на сайт | LMS Moodle at UCU,https://learn.ucu.edu.ua/login/index.php,48,1,link
606,4656,5/17/2025,0:19:41,BBC News,https://www.kaggle.com/datasets/gpreda/bbc-news,1,0,reload
607,4377,5/17/2025,0:19:39,Shevchuk Dynamic News Classification System Architecture Design - Google Docs,https://docs.google.com/document/d/1OqM0EYiX37bu_18w3Ikd9NZ0fEbP6LJQWO6RBEXGgMA/edit?tab=t.0#heading=h.7e2qmggmdo79,7,0,link
608,4371,5/17/2025,0:19:34,Shevchuk Dynamic News Classification System Architecture Design - Google Docs,https://docs.google.com/document/d/1OqM0EYiX37bu_18w3Ikd9NZ0fEbP6LJQWO6RBEXGgMA/edit?tab=t.0,43,0,reload
609,4370,5/17/2025,0:19:34,BBC News Classification | Kaggle,https://www.kaggle.com/c/learn-ai-bbc/data,5,0,reload
610,4657,5/17/2025,0:19:34,shevdan/MLops_hw2,https://github.com/shevdan/MLops_hw2,2,0,reload
611,2004,5/17/2025,0:19:32,μTorrent Web,https://utweb.rainberrytv.com/gui/index.html?v=1.3.0.5417&localauth=localapi5ca91d8f22a52429:#/dashboard,2,0,link
612,2003,5/17/2025,0:19:32,μTorrent Web,https://utweb.rainberrytv.com/gui/index.html?v=1.3.0.5417&localauth=localapi5ca91d8f22a52429:#/,2,0,link
613,4449,5/17/2025,0:19:31,MLOps (2.24-25.PKN24/M): Containerization | LMS Moodle at UCU,https://learn.ucu.edu.ua/mod/assign/view.php?id=101902,6,0,reload
614,4658,5/17/2025,0:19:31,datetime format - Google Search,https://www.google.com/search?q=datetime+format&oq=datetime+&gs_lcrp=EgZjaHJvbWUqBwgCEAAYgAQyBggAEEUYOTIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDMxMTlqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,1,0,reload
615,2002,5/17/2025,0:19:30,,https://utweb.rainberrytv.com/gui/index.html?v=1.3.0.5417&localauth=localapi5ca91d8f22a52429:,2,0,auto_toplevel
616,4658,5/16/2025,13:11:15,datetime format - Google Search,https://www.google.com/search?q=datetime+format&oq=datetime+&gs_lcrp=EgZjaHJvbWUqBwgCEAAYgAQyBggAEEUYOTIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDMxMTlqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,1,0,generated
617,4657,5/16/2025,11:43:11,shevdan/MLops_hw2,https://github.com/shevdan/MLops_hw2,2,0,link
618,4657,5/16/2025,11:43:11,shevdan/MLops_hw2,https://github.com/shevdan/MLops_hw2,2,0,link
619,4265,5/16/2025,11:42:52,New repository,https://github.com/new,17,0,link
620,4265,5/16/2025,11:42:52,New repository,https://github.com/new,17,0,link
621,4265,5/16/2025,11:42:52,New repository,https://github.com/new,17,0,link
622,4265,5/16/2025,11:42:51,New repository,https://github.com/new,17,0,link
623,4264,5/16/2025,11:42:49,Your Repositories,https://github.com/shevdan?tab=repositories,9,0,link
624,4370,5/16/2025,11:32:50,BBC News Classification | Kaggle,https://www.kaggle.com/c/learn-ai-bbc/data,5,0,link
625,4656,5/16/2025,11:30:54,BBC News,https://www.kaggle.com/datasets/gpreda/bbc-news,1,0,link
626,4655,5/16/2025,11:30:51,bbc data kaggle - Google Search,https://www.google.com/search?q=bbc+data+kaggle&oq=bbc+data+kaggle&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIICAEQABgWGB4yDQgCEAAYhgMYgAQYigUyCggDEAAYgAQYogQyCggEEAAYgAQYogQyCggFEAAYgAQYogQyBwgGEAAY7wUyBggHEEUYPNIBCDM3NDJqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8,1,0,generated
627,4371,5/15/2025,0:26:15,Shevchuk Dynamic News Classification System Architecture Design - Google Docs,https://docs.google.com/document/d/1OqM0EYiX37bu_18w3Ikd9NZ0fEbP6LJQWO6RBEXGgMA/edit?tab=t.0,43,0,link
628,4377,5/15/2025,0:26:04,Shevchuk Dynamic News Classification System Architecture Design - Google Docs,https://docs.google.com/document/d/1OqM0EYiX37bu_18w3Ikd9NZ0fEbP6LJQWO6RBEXGgMA/edit?tab=t.0#heading=h.7e2qmggmdo79,7,0,link
629,4371,5/15/2025,0:26:04,Shevchuk Dynamic News Classification System Architecture Design - Google Docs,https://docs.google.com/document/d/1OqM0EYiX37bu_18w3Ikd9NZ0fEbP6LJQWO6RBEXGgMA/edit?tab=t.0,43,0,link
630,4380,5/15/2025,0:26:03,Shevchuk Dynamic News Classification System Architecture Design - Google Docs,https://docs.google.com/document/d/1OqM0EYiX37bu_18w3Ikd9NZ0fEbP6LJQWO6RBEXGgMA/edit?ouid=103553047148585026927&usp=docs_home&ths=true,3,0,link
631,491,5/15/2025,0:25:59,Google Docs,https://docs.google.com/document/u/0/?tgif=c,8,0,link
632,490,5/15/2025,0:25:59,Google Docs,https://docs.google.com/document/u/0/,6,0,link
633,1535,5/15/2025,0:25:59,Google Docs,https://docs.google.com/document/u/0/?usp=docs_web,6,0,link
634,4449,5/15/2025,0:24:34,MLOps (2.24-25.PKN24/M): Containerization | LMS Moodle at UCU,https://learn.ucu.edu.ua/mod/assign/view.php?id=101902,6,0,link
635,3978,5/15/2025,0:24:31,MLOps (2.24-25.PKN24/M): Звіт про діяльність (grade) | LMS Moodle at UCU,https://learn.ucu.edu.ua/course/user.php?mode=grade&id=7245&user=20995,6,0,link
636,719,5/15/2025,0:24:24,Оцінки - Шевчук Богдан | LMS Moodle at UCU,https://learn.ucu.edu.ua/grade/report/overview/index.php,77,0,link
637,2887,5/15/2025,0:24:18,Machine Learning (2.24-25.PKN24/M): Звіт про діяльність (grade) | LMS Moodle at UCU,https://learn.ucu.edu.ua/course/user.php?mode=grade&id=7221&user=20995,19,0,link
638,719,5/15/2025,0:24:15,Оцінки - Шевчук Богдан | LMS Moodle at UCU,https://learn.ucu.edu.ua/grade/report/overview/index.php,77,0,link
639,4466,5/15/2025,0:24:05,Data Visualization (2.24-25.PKN24/M): Курсовий проєкт | LMS Moodle at UCU,https://learn.ucu.edu.ua/mod/assign/view.php?id=101771,9,0,link
640,4654,5/15/2025,0:23:52,"Data Visualization (2.24-25.PKN24/M): Особистий ""inspiration list"" | LMS Moodle at UCU",https://learn.ucu.edu.ua/mod/assign/view.php?id=99671&action=view,3,0,form_submit
641,4653,5/15/2025,0:23:36,"Data Visualization (2.24-25.PKN24/M): Особистий ""inspiration list"" - Редагувати відповідь | LMS Moodle at UCU",https://learn.ucu.edu.ua/mod/assign/view.php?id=99671&action=editsubmission,4,0,form_submit
642,4652,5/15/2025,0:23:30,Shevchuk Data Viz Inspiration List,file:///Users/shevdan/Downloads/Shevchuk%20Data%20Viz%20Inspiration%20List.pdf,1,0,link
643,4651,5/15/2025,0:22:45,Data + Science,https://www.dataplusscience.com/insights.html,3,0,link
644,4650,5/15/2025,0:22:32,Top Data Visualization Blogs to Follow in 2023,https://www.webdatarocks.com/blog/top-data-visualization-blogs-to-follow/,1,0,link
645,4626,5/15/2025,0:22:29,data visualization blogs - Google Search,https://www.google.com/search?q=data+visualization+blogs&sca_esv=4991a7ad233a5427&ei=1QclaMWLBOWbwPAP-sDkuQE&start=10&sa=N&sstk=Af40H4W4Tt7BfzAARICTfQ6ti6Ig8uTwfEIfVbxG3--W8tyHEoU1uxQg-_Dqkbcdd2r6p-9TOvzNWUu9m0HSz0OAN0Rp-TimkTRZeA&ved=2ahUKEwiFyovW8KONAxXlDRAIHXogORcQ8tMDegQINxAE&biw=2560&bih=1352&dpr=1,3,0,link
646,4648,5/15/2025,0:22:27,Blogs and Other Tools - Data Visualization - LibGuides UFV at University of the Fraser Valley,https://libguides.ufv.ca/DataViz/blogs,1,0,link
647,4626,5/15/2025,0:22:21,data visualization blogs - Google Search,https://www.google.com/search?q=data+visualization+blogs&sca_esv=4991a7ad233a5427&ei=1QclaMWLBOWbwPAP-sDkuQE&start=10&sa=N&sstk=Af40H4W4Tt7BfzAARICTfQ6ti6Ig8uTwfEIfVbxG3--W8tyHEoU1uxQg-_Dqkbcdd2r6p-9TOvzNWUu9m0HSz0OAN0Rp-TimkTRZeA&ved=2ahUKEwiFyovW8KONAxXlDRAIHXogORcQ8tMDegQINxAE&biw=2560&bih=1352&dpr=1,3,0,link
648,4647,5/15/2025,0:21:23,VizWiz,https://www.vizwiz.com/,4,0,typed
649,4644,5/15/2025,0:20:47,Junk Charts,https://junkcharts.typepad.com/,6,1,typed
650,4642,5/15/2025,0:20:30,Perceptual Edge - Examples,https://perceptualedge.com/examples.php,1,0,link
651,4640,5/15/2025,0:20:26,Perceptual Edge,https://perceptualedge.com/,1,1,typed
652,4638,5/15/2025,0:20:11,Displaying Progress - HelpMeViz,https://helpmeviz.com/2015/01/29/displaying-progress/,1,0,link
653,4637,5/15/2025,0:19:53,HelpMeViz - Helping people with everyday data visualizations,https://helpmeviz.com/,1,1,typed
654,4635,5/15/2025,0:19:38,Data | The Guardian,https://www.theguardian.com/data,1,0,typed
655,4632,5/15/2025,0:19:20,Features – FiveThirtyEight,https://fivethirtyeight.com/features/,1,0,typed
656,4629,5/15/2025,0:18:31,eagereyes.org - eagereyes.org,https://eagereyes.org/,5,1,typed
657,4627,5/15/2025,0:18:19,Great blogs and resources on the topic of data visualization,https://www.linkedin.com/pulse/great-blogs-resources-topic-data-visualization-tuoi-nguyen-rose-,1,0,link
658,4626,5/15/2025,0:18:13,data visualization blogs - Google Search,https://www.google.com/search?q=data+visualization+blogs&sca_esv=4991a7ad233a5427&ei=1QclaMWLBOWbwPAP-sDkuQE&start=10&sa=N&sstk=Af40H4W4Tt7BfzAARICTfQ6ti6Ig8uTwfEIfVbxG3--W8tyHEoU1uxQg-_Dqkbcdd2r6p-9TOvzNWUu9m0HSz0OAN0Rp-TimkTRZeA&ved=2ahUKEwiFyovW8KONAxXlDRAIHXogORcQ8tMDegQINxAE&biw=2560&bih=1352&dpr=1,3,0,link
659,4613,5/15/2025,0:18:09,data visualiztion blogs - Google Search,https://www.google.com/search?q=data+visualiztion+blogs&oq=data+visualiztion+blogs&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgNGIAEMggIAhAAGBYYHjINCAMQABiGAxiABBiKBTINCAQQABiGAxiABBiKBTINCAUQABiGAxiABBiKBTINCAYQABiGAxiABBiKBTINCAcQABiGAxiABBiKBTIHCAgQABjvBdIBCDU4MTdqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8,9,0,generated
660,4612,5/15/2025,0:18:08,"improve your graphs, charts and data visualizations — storytelling with data",https://www.storytellingwithdata.com/blog,6,0,link
661,4613,5/15/2025,0:18:04,data visualiztion blogs - Google Search,https://www.google.com/search?q=data+visualiztion+blogs&oq=data+visualiztion+blogs&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgNGIAEMggIAhAAGBYYHjINCAMQABiGAxiABBiKBTINCAQQABiGAxiABBiKBTINCAUQABiGAxiABBiKBTINCAYQABiGAxiABBiKBTINCAcQABiGAxiABBiKBTIHCAgQABjvBdIBCDU4MTdqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8,9,0,generated
662,4624,5/15/2025,0:18:04,Become a Member — Data Visualization Society,https://www.datavisualizationsociety.org/membership?gad_source=1&gad_campaignid=20384766900&gbraid=0AAAAAp7R3-2xTO9fjJz8ybpP8dXkS_vEr&gclid=CjwKCAjw_pDBBhBMEiwAmY02Nqt0ViPHqDL0rHSvxlfSriNGwVj7HZbc1lCIlM1ISGhUDg3YpgGnoxoCpGUQAvD_BwE,2,0,link
663,4625,5/15/2025,0:17:52,Data Visualization Society,https://www.datavisualizationsociety.org/,1,0,link
664,4624,5/15/2025,0:17:46,Become a Member — Data Visualization Society,https://www.datavisualizationsociety.org/membership?gad_source=1&gad_campaignid=20384766900&gbraid=0AAAAAp7R3-2xTO9fjJz8ybpP8dXkS_vEr&gclid=CjwKCAjw_pDBBhBMEiwAmY02Nqt0ViPHqDL0rHSvxlfSriNGwVj7HZbc1lCIlM1ISGhUDg3YpgGnoxoCpGUQAvD_BwE,2,0,link
665,4613,5/15/2025,0:17:44,data visualiztion blogs - Google Search,https://www.google.com/search?q=data+visualiztion+blogs&oq=data+visualiztion+blogs&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgNGIAEMggIAhAAGBYYHjINCAMQABiGAxiABBiKBTINCAQQABiGAxiABBiKBTINCAUQABiGAxiABBiKBTINCAYQABiGAxiABBiKBTINCAcQABiGAxiABBiKBTIHCAgQABjvBdIBCDU4MTdqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8,9,0,generated
666,4621,5/15/2025,0:17:40,General Resources - Data Visualization - Research Guides at New York University,https://guides.nyu.edu/viz/resources,1,0,link
667,4613,5/15/2025,0:17:37,data visualiztion blogs - Google Search,https://www.google.com/search?q=data+visualiztion+blogs&oq=data+visualiztion+blogs&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgNGIAEMggIAhAAGBYYHjINCAMQABiGAxiABBiKBTINCAQQABiGAxiABBiKBTINCAUQABiGAxiABBiKBTINCAYQABiGAxiABBiKBTINCAcQABiGAxiABBiKBTIHCAgQABjvBdIBCDU4MTdqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8,9,0,generated
668,4618,5/15/2025,0:17:22,Evergreen Data Visualization Blog,https://stephanieevergreen.com/blog/,5,0,link
669,4619,5/15/2025,0:16:50,What Exactly is Happening in this 3D Chart?,https://stephanieevergreen.com/what-exactly-is-happening-in-this-3d-chart/,2,0,link
670,4620,5/15/2025,0:16:47,image-13.png (965×638),https://i0.wp.com/stephanieevergreen.com/wp-content/uploads/2024/07/image-13.png?ssl=1,1,0,link
671,4619,5/15/2025,0:16:11,What Exactly is Happening in this 3D Chart?,https://stephanieevergreen.com/what-exactly-is-happening-in-this-3d-chart/,2,0,link
672,4618,5/15/2025,0:16:03,Evergreen Data Visualization Blog,https://stephanieevergreen.com/blog/,5,0,link
673,4613,5/15/2025,0:15:58,data visualiztion blogs - Google Search,https://www.google.com/search?q=data+visualiztion+blogs&oq=data+visualiztion+blogs&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgNGIAEMggIAhAAGBYYHjINCAMQABiGAxiABBiKBTINCAQQABiGAxiABBiKBTINCAUQABiGAxiABBiKBTINCAYQABiGAxiABBiKBTINCAcQABiGAxiABBiKBTIHCAgQABjvBdIBCDU4MTdqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8,9,0,generated
674,4617,5/15/2025,0:15:48,Data visualization blogs | Forsta,https://www.forsta.com/data-visualization/,1,0,link
675,4613,5/15/2025,0:15:44,data visualiztion blogs - Google Search,https://www.google.com/search?q=data+visualiztion+blogs&oq=data+visualiztion+blogs&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgNGIAEMggIAhAAGBYYHjINCAMQABiGAxiABBiKBTINCAQQABiGAxiABBiKBTINCAUQABiGAxiABBiKBTINCAYQABiGAxiABBiKBTINCAcQABiGAxiABBiKBTIHCAgQABjvBdIBCDU4MTdqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8,9,0,generated
676,4616,5/15/2025,0:15:23,datavisual.blog,https://datavisual.blog/,1,0,link
677,4613,5/15/2025,0:15:21,data visualiztion blogs - Google Search,https://www.google.com/search?q=data+visualiztion+blogs&oq=data+visualiztion+blogs&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgNGIAEMggIAhAAGBYYHjINCAMQABiGAxiABBiKBTINCAQQABiGAxiABBiKBTINCAUQABiGAxiABBiKBTINCAYQABiGAxiABBiKBTINCAcQABiGAxiABBiKBTIHCAgQABjvBdIBCDU4MTdqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8,9,0,generated
678,4615,5/15/2025,0:15:07,Datawrapper Blog,https://www.datawrapper.de/blog,1,0,link
679,4613,5/15/2025,0:15:05,data visualiztion blogs - Google Search,https://www.google.com/search?q=data+visualiztion+blogs&oq=data+visualiztion+blogs&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgNGIAEMggIAhAAGBYYHjINCAMQABiGAxiABBiKBTINCAQQABiGAxiABBiKBTINCAUQABiGAxiABBiKBTINCAYQABiGAxiABBiKBTINCAcQABiGAxiABBiKBTIHCAgQABjvBdIBCDU4MTdqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8,9,0,generated
680,4614,5/15/2025,0:15:03,The 10 Best Data Visualization Blogs To Follow | Tableau,https://www.tableau.com/learn/articles/best-data-visualization-blogs,1,0,link
681,4613,5/15/2025,0:15:01,data visualiztion blogs - Google Search,https://www.google.com/search?q=data+visualiztion+blogs&oq=data+visualiztion+blogs&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgNGIAEMggIAhAAGBYYHjINCAMQABiGAxiABBiKBTINCAQQABiGAxiABBiKBTINCAUQABiGAxiABBiKBTINCAYQABiGAxiABBiKBTINCAcQABiGAxiABBiKBTIHCAgQABjvBdIBCDU4MTdqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8,9,0,generated
682,4612,5/15/2025,0:14:17,"improve your graphs, charts and data visualizations — storytelling with data",https://www.storytellingwithdata.com/blog,6,0,link
683,4611,5/15/2025,0:14:03,storytelling with data,https://www.storytellingwithdata.com/,1,0,link
684,4610,5/15/2025,0:14:01,storywithdata - Google Search,https://www.google.com/search?q=storywithdata&oq=storywithdata&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQLhgNGIAEMggIAhAAGA0YHjIMCAMQABgFGAoYDRgeMgoIBBAAGAgYDRgeMgoIBRAAGAgYDRgeMgoIBhAAGAgYDRgeMgwIBxAAGAgYChgNGB4yDAgIEAAYCBgKGA0YHtIBBzM3OGowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,1,0,generated
685,4608,5/15/2025,0:12:55,TULP interactive,https://tulpinteractive.com/,4,1,typed
686,4609,5/15/2025,0:12:52,TULP interactive,https://tulpinteractive.com/about/,1,0,link
687,4608,5/15/2025,0:12:39,TULP interactive,https://tulpinteractive.com/,4,1,typed
688,4606,5/15/2025,0:03:24,The Work of Edward Tufte & Graphics Press,https://www.edwardtufte.com/,1,1,typed
689,4604,5/14/2025,23:59:58,x.com/albertocairo,https://x.com/albertocairo,2,1,typed
690,4603,5/14/2025,23:57:02,(1) Guardian Visuals (@GuardianVisuals) / X,https://x.com/guardianvisuals?lang=en,1,0,link
691,4600,5/14/2025,23:56:59,The Guardian (Data and Visuals) - Google Search,https://www.google.com/search?q=The+Guardian+(Data+and+Visuals)&oq=The+Guardian+(Data+and+Visuals)&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigAdIBBzU1OWowajeoAgiwAgE&sourceid=chrome&ie=UTF-8,2,0,generated
692,4601,5/14/2025,23:56:45,Data visualisations | The Guardian,https://www.theguardian.com/technology/data-visualisation,2,0,link
693,4602,5/14/2025,23:56:32,Weatherwatch: British data artist shows it’s always raining somewhere – almost | Data visualisations | The Guardian,https://www.theguardian.com/news/2025/may/08/weatherwatch-british-data-artist-shows-its-always-raining-somewhere-almost,1,0,link
694,4601,5/14/2025,23:56:18,Data visualisations | The Guardian,https://www.theguardian.com/technology/data-visualisation,2,0,link
695,4600,5/14/2025,23:56:16,The Guardian (Data and Visuals) - Google Search,https://www.google.com/search?q=The+Guardian+(Data+and+Visuals)&oq=The+Guardian+(Data+and+Visuals)&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigAdIBBzU1OWowajeoAgiwAgE&sourceid=chrome&ie=UTF-8,2,0,generated
696,4599,5/14/2025,23:55:50,Graphics - Page 5 - The New York Times,https://www.nytimes.com/spotlight/graphics?page=5,6,0,link
697,4598,5/14/2025,23:55:49,Graphics - Page 4 - The New York Times,https://www.nytimes.com/spotlight/graphics?page=4,3,0,link
698,4597,5/14/2025,23:55:48,Graphics - Page 3 - The New York Times,https://www.nytimes.com/spotlight/graphics?page=3,2,0,link
699,4596,5/14/2025,23:55:48,Graphics - Page 2 - The New York Times,https://www.nytimes.com/spotlight/graphics?page=2,2,0,link
700,4595,5/14/2025,23:55:45,Graphics - The New York Times,https://www.nytimes.com/spotlight/graphics,3,0,link
701,4595,5/14/2025,23:55:22,Graphics - The New York Times,https://www.nytimes.com/spotlight/graphics,3,0,link
702,4594,5/14/2025,23:55:20,The New York Times (Graphics Department) - Google Search,https://www.google.com/search?q=The+New+York+Times+(Graphics+Department)&oq=The+New+York+Times+(Graphics+Department)&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIICAEQABgWGB4yBwgCEAAY7wUyBwgDEAAY7wUyBwgEEAAY7wXSAQgxMDQ0ajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,1,0,generated
703,4586,5/14/2025,23:54:36,(2) Post Graphics (@PostGraphics) / X,https://x.com/postgraphics?lang=en,5,0,link
704,4585,5/14/2025,23:54:35,By The Washington Post Graphics team - Google Search,https://www.google.com/search?q=By+The+Washington+Post+Graphics+team&oq=By+The+Washington+Post+Graphics+team&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIICAEQABgWGB4yBwgCEAAY7wUyCggDEAAYgAQYogTSAQc3NzdqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,2,0,generated
705,4586,5/14/2025,23:54:34,(2) Post Graphics (@PostGraphics) / X,https://x.com/postgraphics?lang=en,5,0,link
706,4590,5/14/2025,23:54:33,(1) X,https://x.com/i/flow/single_sign_on,2,0,link
707,4593,5/14/2025,23:54:26,(1) Главная / X,https://x.com/home,1,0,link
708,4592,5/14/2025,23:54:25,Sign In - Google Accounts,https://accounts.google.com/gsi/transform,1,0,form_submit
709,4591,5/14/2025,23:54:24,,https://accounts.google.com/signin/oauth/consent?authuser=1&part=AJi8hAMzDzkkUUvf0G7ei-oCXCw_SjK2_homWCdOGShdX6c-IHmV0Qln64i1gW9Mn8rR-jysV2sf0tjzQb66IN69QKMydGYiEn69jXJcw-4PjxjVU9xQau-pExfaYejfdfy_NJAthiyRyypa_97GmdCCjvqHnFUKUQI6uvS7Lj34WOzKx9MPzqS1YxMFTTFv6-J9VIqB9pKbzCfPqhLSAS07_sTg6WvnNKmgJy_23PlvX1MotoHTCMDs1t_KQ2-NJtC5qFyFrkxWxypWtUt2WmsaMeWsnJ8zSbWjukyCVgiChVj9x8ycITi5Ue13lO5o2wc0vYNuX0zi6d6v8y5813eAUgUrPKxXOEHrptgCBaWg6uyMhyCbMaEEadmZ1tEyS7UHgK7uB318nazl-uIjZoBXTcpRm5QMcfN7JQ6zZnHWfxqxzwRnsF0mqtc-0gGYW0AYvgasaeZnsqg56EPg5qfaLBPJ0tk9iOOkL3MIiobztHfFS8fXfrA&flowName=GeneralOAuthFlow&as=EDct9FXkjqul1wJZsJ3SqEsORYiTg6BibRw6qW2qnoU&client_id=49625052041-kgt0hghf445lmcmhijv46b715m2mpbct.apps.googleusercontent.com&pli=1&rapt=AEjHL4MVWSjv9DLV9zzw-KfuH4s74S8_pTGmEl7UdJf2kCYvOMGB6_cdmDh_c8VWTJgrUy4OqWJuGodvPEL_v-1A8MkfGrAcww#,1,0,link
710,4590,5/14/2025,23:54:23,(1) X,https://x.com/i/flow/single_sign_on,2,0,link
711,4589,5/14/2025,23:54:22,Sign in - Google Accounts,https://accounts.google.com/o/oauth2/v2/auth/oauthchooseaccount?as=EDct9FXkjqul1wJZsJ3SqEsORYiTg6BibRw6qW2qnoU&client_id=49625052041-kgt0hghf445lmcmhijv46b715m2mpbct.apps.googleusercontent.com&scope=openid%20email%20profile&response_type=id_token&gsiwebsdk=gis_attributes&redirect_uri=gis_transform&response_mode=form_post&origin=https%3A%2F%2Fx.com&display=popup&prompt=select_account&gis_params=Cg1odHRwczovL3guY29tEg1naXNfdHJhbnNmb3JtGAcqK0VEY3Q5RlhranF1bDF3SlpzSjNTcUVzT1JZaVRnNkJpYlJ3NnFXMnFub1UyRzQ5NjI1MDUyMDQxLWtndDBoZ2hmNDQ1bG1jbWhpanY0NmI3MTVtMm1wYmN0LmFwcHMuZ29vZ2xldXNlcmNvbnRlbnQuY29tOAFCQDBiZjQ0ODUyNjIwYjlkM2Y0NzMyMjNjMGFlNTRiZDBjZTJjZjA3NGIzMDc3YTgzZjI5Zjk4NDAwNzQwZWU2Zjg&service=lso&o2v=1&flowName=GeneralOAuthFlow,1,0,link
